PROV_TERR_EN,BENEFICIARY_NAME_EN,BENEFICIARY_BAND_NBR,ASSET_CLASS_EN,PROJECT_NAME_EN,PROJECT_DESC_EN,PROJECT_STAGE_EN,LATITUDE,LONGITUDE,COORD_SYS
Quebec,Long Point First Nation,67,Water and wastewater,Biodisc Repairs,Project to help meet environmental standards for wastewater treatment.,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Energy sustainability and connectivity,Bringing Fuel Tanks Into Compliance,Upgrade of six fuel tanks to meet regulations. This project will ensure environmental standards and regulations on the storage of petroleum products are met.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Solid waste management,Waste Management Optimization,Develop a plan to improve the waste management in Timiskaming Winneway and Kebaowek.,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Solid waste management,Management of Debris Resulting from Demolition of Old School,Management of debris resulting from demolition of old school (reuse valorization and hazardous waste management).,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Energy sustainability and connectivity,Capacity Building,Regional workshop on community-led land use planning as related to sustainable infrastructure development and economic development for Quebec First Nations.,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Transformation,First Nations Asset Management,The Asset Management Program (AMP) is a new Capital Facilities and Maintenance Program initiative that supports Indigenous communities to manage their infrastructure in a more sustainable way by allowing communities to manage assets proactively and take preventative measures. The AMP supports improved service levels and better medium and long-term social and economic outcomes for community residents. ,Ongoing,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Water and wastewater,New Wastewater System,Construction of a new wastewater system. This project will bring the system up to the applicable wastewater treatment and disposal standards.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Solid waste management,Waste Management Regional Advisory Committee ,Creation and chairing of the Quebec Waste Management Regional Advisory Committee.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Solid waste management,Compost Platform,Construction of a compost platform.,Ongoing,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Solid waste management,Waste Management Optimization,Develop a plan to improve the waste management in Timiskaming Winneway and Kebaowek.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Energy sustainability and connectivity,Capacity Building,Regional workshop on community-led land use planning as related to sustainable infrastructure development and economic development for Quebec First Nations.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Aboriginal Head Start on Reserve,Design of a new early learning and child care facility.,Design of a new early learning and child care facility.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Timiskaming First Nation,64,Water and wastewater,Drinking Water System Upgrade,Construction of a drinking water system upgrade.,Completed,47.60723722,-79.46973224,GCS_North_American_1983_CSRS
Quebec,Timiskaming First Nation,64,Water and wastewater,Operator Training Program,Operator training for water and wastewater treatment.,Completed,47.60723722,-79.46973224,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Housing,Renovations,To complete renovations of 24 housing units.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Housing,Community of Housing Practices,To continue work with the Community of Housing Practices with First Nations.,Ongoing,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Water and wastewater,Operators Conference 2018,Operators Conference and training 2018,Ongoing,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Ontario,Mississaugas of the Credit First Nation,120,Transformation,First Nations Asset Management,The Asset Management Program (AMP) is a new Capital Facilities and Maintenance Program initiative that supports Indigenous communities to manage their infrastructure in a more sustainable way by allowing communities to manage assets proactively and take preventative measures. The AMP supports improved service levels and better medium and long-term social and economic outcomes for community residents. ,Ongoing,43.00001813,-80.0951481,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Water and wastewater,Operator Training Program,Operator training for water and wastewater treatment.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Water and wastewater,Circuit Rider Training Program,To provide on-site hands-on training for the water and wastewater operators for all of the tasks involved in managing their systems.,Ongoing,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Water and wastewater,Drinking Water and Wastewater Treatment System Repair,Carry out various projects under the First Nation Water and Wastewater Enhanced Program initiative (Cree share) for drinking water and/or wastewater treatment projects.,Ongoing,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Solid waste management,Circuit Rider Program Development - Human Resources and Additional Activities,Second year of 2-year agreement for the production and delivery of training material and personalized services to communities on request.Addition of human resources to the First Nations of Quebec and Labrador Sustainable Development Institute work team to respond to increased demands from communities.,Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Energy sustainability and connectivity,Broadband Infoway,Acquisition and installation of materials for broadband infoway. This project will provide efficient and rapid information technology services to the communities.,Ongoing,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Culture and recreation,Youth Centre Expansion,Construction of a 75-square-metre expansion onto the existing building. This project will make it possible for kids aged 6 to 12 to gather and take part in activities outside school hours.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Culture and recreation,Construction of a Running Track and Outdoor Rink,Building of a 400-metre running track and outdoor rink. This project will make it possible to organize competitions inter-band games and physical education classes as well as support physical activity by members of the community.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Housing,Innovation/Governance - First Nations Community of Practice,To create a First Nations community of practice.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Housing,Renovation/Expansion,To complete renovations of 5 housing units and complete additions of 1 housing unit for a total of 6 housing units.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Cree Nation of Mistissini,75,Energy sustainability and connectivity,Capacity Building,Regional workshop on community-led land use planning as related to sustainable infrastructure development and economic development for Quebec First Nations.,Completed,50.415046,-73.86432599999999,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Solid waste management,Communication and Support New Services,Communication and support new services.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Solid waste management,Purchase of Waste Collection Truck,Replacement of waste collection truck. ,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Solid waste management,Purchase of Loader,Purchase of loader.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Solid waste management,Purchase of Roll-off Truck,Purchase of roll-off truck. ,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Solid waste management,Purchase of Containers and Bins,Purchase of containers and bins.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Solid waste management,Completion of ConstructionSorting Platform ,Completion of sorting platform construction.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Energy sustainability and connectivity,Capacity Building,Regional workshop on community-led land use planning as related to sustainable infrastructure development and economic development for Quebec First Nations.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Water and wastewater,Construction of 34 Lots,Project to build 34 new lots in a densely populated area with waterworks and a separate sewer system addressing the densification efforts requested by the community. Work required due to an issue with uranium and radium contaminated wells.,Completed,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Fundamental community infrastructure,Acquisition of Smoke and Monoxide Detectors and Extinguishers,To proceed with the purchase and distribution of smoke detectors and fire extinguishers to complete the 2016-2017 initiative.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Water and wastewater,Install Shut-off Valve,Install shut-off valve at well entry.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Water and wastewater,Replace Analyser Panel,Replace water supply plant analyser panel.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Education facilities,RepairsSchool Complex,Air qualityventilation and humidity control.Access doors for disabled persons. Floor covering.,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Housing,Follow-up to the Regional Housing StrategyEngagement,In line with the Regional Housing Strategy and infrastructure this financing will cover the costs of undertaking a regional competency and capacity development initiative and a remedial work study.,Ongoing,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Odanak Abenakis First Nation ,72,Housing,Songideye Program (Nom algonquin),A participatory study on rent reduction strategy that allows participants to gain experience in working in housing while contributing to the improvement of the community.,Completed,46.07323792,-72.81996917,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Housing,Renovation/Extensions,To complete renovations of 10 housing units.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Housing,Governance - Rental Housing Policies,To provide training in rental housing policies.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Housing,Housing Management Training for Staff,To provide housing management training for staff.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Housing,Maintenance - Tenants Roles and Responsibilities ,To provide education on the roles and responsibilities of tenants.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Housing,Innovation/Governance - Regional Collection Agency,To develop a regional collection agency.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Housing,Innovation/Finance Models - Centralized Mortgage Agency,To develop a centralized mortgage agency.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Housing,Management - Cree Housing Portal,To support the management of the Cree housing portal.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Whapmagoostui First Nation,95,Housing,Construction of a Sixplex,To complete construction of 1 sixplex for a total of 6 units.,Completed,55.27601438,-77.75600406,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Solid waste management,Solid Waste Management Improvements,Expansion of and improvement to waste disposal siteequipment (roll-off containers and 360-litre bins etc.) characterization of waste inventory of tires and carcasses of cars composting pilot project and awareness.,Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Water and wastewater,Operator Training Program,Operator training for water and wastewater treatment.,Completed,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Water and wastewater,Circuit Rider Training Program,To provide on-site hands-on training for the water and wastewater operators for all of the tasks involved in managing their systems.,Ongoing,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Housing,Songideye Program (Nom algonquin),A participatory study on rent reduction strategy that allows participants to gain experience in working in housing while contributing to the improvement of the community.,Completed,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Fundamental community infrastructure,Purchase and Installation of Smoke Detectors,To purchase and install smoke detectors. This project will help reduce fire risk.,Completed,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Algonquins of Barriere Lake,74,Fundamental community infrastructure,Fire Service Assessments Updates - Phase II,Inspection of fire brigades. This project will follow-up on the fire brigade inspection that took place in 2012.,Completed,47.25440384,-76.70801049,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Water and wastewater,Support Technique - Budget 2016,Funding of technical support to the tribal council for project implementation. This project will enable communities to carry out projects from the 2016 budget.,Completed,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Fundamental community infrastructure,Purchase and Installation of Smoke Detectors,To purchase and install smoke detectors. This project will help reduce fire risk.,Completed,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Fundamental community infrastructure,Fire Hydrant Repairs,Project to conduct fire hydrant repairs.,Completed,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Energy sustainability and connectivity,Broadband Infoway,Acquisition and installation of materials for broadband infoway. This project will provide efficient and rapid information technology services to the communities.,Ongoing,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Culture and recreation,Construction of a Recreational Walking Pathway,Establishment of a 400-metre walking path. This project will support the storage and distribution of hunting and fishing products to help families in need.,Completed,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Fundamental community infrastructure,Rehabilitation on the Kiniw-Zibi Mikan Road,Rehabilitation of Kiniw-Zibi Mikan Street. This project will improve and facilitate maintenance and snow removal work.,Completed,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
Quebec,Kitigan Zibi Anishinabeg,73,Housing,Innovation/Governance - First Nations Community of Practice,To create a First Nations community of practice.,Completed,46.36313224,-75.98277442,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Housing,Songideye Program (Nom algonquin),A participatory study on rent reduction strategy that allows participants to gain experience in working in housing while contributing to the improvement of the community.,Completed,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Odanak Abenakis First Nation ,72,Fundamental community infrastructure,Purchase and Installation of Smoke Detectors,To purchase and install smoke detectors. This project will help reduce fire risk.,Completed,46.07323792,-72.81996917,GCS_North_American_1983_CSRS
Quebec,Odanak Abenakis First Nation ,72,Culture and recreation,Relocation and Development of the Library and Post Office,Relocation expansion and development of the library and post office. This project will upgrade the facilities and improve customer service.,Completed,46.07323792,-72.81996917,GCS_North_American_1983_CSRS
Quebec,Odanak Abenakis First Nation ,72,Energy sustainability and connectivity,Broadband Infoway,Acquisition and installation of materials for broadband infoway. This project will provide efficient and rapid information technology services to the communities.,Ongoing,46.07323792,-72.81996917,GCS_North_American_1983_CSRS
Quebec,Odanak Abenakis First Nation ,72,Culture and recreation,Establishment of a Bike Path,Establishment of a 1150-metre long bike path and installation of lights. This project will make it possible for students at the Kiuna high school to get around safely and help support physical activity and health wellness of community members.,Completed,46.07323792,-72.81996917,GCS_North_American_1983_CSRS
Quebec,Odanak Abenakis First Nation ,72,Housing,Innovation/Governance - First Nations Community of Practice,To create a First Nations community of practice.,Completed,46.07323792,-72.81996917,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Solid waste management,Communication and Waste Management Plan Implementation ,Implementation of the waste management plan.,Completed,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Innu First Nation of Essipit,86,Fundamental community infrastructure,Purchase and Installation of Smoke Detectors,To purchase and install smoke detectors. This project will help reduce fire risk.,Completed,48.34323576,-69.39863024,GCS_North_American_1983_CSRS
Quebec,Innu First Nation of Essipit,86,Culture and recreation,Construction - Seniors' Community Building - Manakashun,Construction of a community building with a seniors' room common room cultural workshop and training room. This project will create a gathering place for seniors and facilitate intergenerational sharing and the transfer of cultural knowledge.,Completed,48.34323576,-69.39863024,GCS_North_American_1983_CSRS
Quebec,Innu First Nation of Essipit,86,Housing,Innovation/Governance - First Nations Community of Practice,To create a First Nations community of practice.,Completed,48.34323576,-69.39863024,GCS_North_American_1983_CSRS
Quebec,Unamen Shipu Montagnais,84,Energy sustainability and connectivity,Capacity Building,Regional workshop on community-led land use planning as related to sustainable infrastructure development and economic development for Quebec First Nations.,Completed,50.21711628,-60.66535043,GCS_North_American_1983_CSRS
Quebec,Unamen Shipu Montagnais,84,Transformation,First Nations Asset Management,The Asset Management Program (AMP) is a new Capital Facilities and Maintenance Program initiative that supports Indigenous communities to manage their infrastructure in a more sustainable way by allowing communities to manage assets proactively and take preventative measures. The AMP supports improved service levels and better medium and long-term social and economic outcomes for community residents. ,Ongoing,50.21711628,-60.66535043,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Culture and recreation,Construction - Community Pool,Construction of a community pool. This project will provide swimming lessons and encourage the physical activity of community members.,Completed,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Housing,Community of Housing Practices,To continue work with the Community of Housing Practices with First Nations.,Ongoing,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Water and wastewater,Operators Conference 2018,Operators Conference and training 2018,Ongoing,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Fundamental community infrastructure,Acquisition of Smoke and Monoxide Detectors and Extinguishers,To proceed with the purchase and distribution of smoke detectors and fire extinguishers to complete the 2016-2017 initiative.,Completed,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Wôlinak Abenakis First Nation,71,Housing,Follow-up to the Regional Housing StrategyEngagement,In line with the Regional Housing Strategy and infrastructure this financing will cover the costs of undertaking a regional competency and capacity development initiative and a remedial work study.,Ongoing,46.32863848,-72.42162154,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Solid waste management,Ecocentre and Waste Management Project ,This project will provide site preparation (removal and elimination of surface wastes) the development of a solid waste management plan planning for construction of a new ecocentre (including preparation of Quebec government permit request) and waste mangement plan implementation. The project also includes the purchase of containers and bins.,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Fundamental community infrastructure,Purchase and Installation of Smoke Detectors,To purchase and install smoke detectors. This project will help reduce fire risk.,Completed,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Fundamental community infrastructure,Fire Service Assessments Updates - Phase II,Inspection of fire brigades. This project will follow-up on the fire brigade inspection that took place in 2012.,Completed,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Culture and recreation,Construction of a Basketball Court,Building of a basketball court at the Kahnawake Survival School. This project will help support sport and physical activity by youth in the community.,Completed,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Energy sustainability and connectivity,Broadband Infoway,Acquisition and installation of materials for broadband infoway. This project will provide efficient and rapid information technology services to the communities.,Ongoing,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Housing,Renovation/Expansion,To complete renovations of 36 housing units of 10 multi-unit buildings and 1 single family unit building for a total of 37 housing units.,Completed,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Housing,Governance - Comprehensive Community Planning,To complete comprehensive community planning protocol.,Completed,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Water and wastewater,Operator Training Program,Operator training for water and wastewater treatment.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Solid waste management,Site Construction and Compost Operation,Improve the site including the electricity and water intake facility: cover the asphalt surface and hire human resources in order to ensure the proper functioning of the site.,Ongoing,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Energy sustainability and connectivity,Capacity Building,Regional workshop on community-led land use planning as related to sustainable infrastructure development and economic development for Quebec First Nations.,Completed,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kahnawá:ke,70,Transformation,First Nations Asset Management,The Asset Management Program (AMP) is a new Capital Facilities and Maintenance Program initiative that supports Indigenous communities to manage their infrastructure in a more sustainable way by allowing communities to manage assets proactively and take preventative measures. The AMP supports improved service levels and better medium and long-term social and economic outcomes for community residents. ,Ongoing,45.41394513,-73.6762945,GCS_North_American_1983_CSRS
Quebec,Mohawks of Kanesatake,69,Water and wastewater,Circuit Rider Training Program,Training for two water technicians. This project will allow for the retention and skills development of drinking water and wastewater treatment technicians.,Ongoing,45.48290868,-74.1296991,GCS_North_American_1983_CSRS
Quebec,Timiskaming First Nation,64,Water and wastewater,Circuit Rider Training Program,To provide on-site hands-on training for the water and wastewater operators for all of the tasks involved in managing their systems.,Ongoing,47.60723722,-79.46973224,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Solid waste management,Solid Waste Management Training Event,Organization of an event and training in solid waste management for all communities.,Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Solid waste management,"""Green Patrol"" - First Nations of Quebec and Labrador Youth Network","Development of ""Green Patrol"" teams in collaboration with the First Nations of Quebec and Labrador Youth Network.",Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Solid waste management,Waste Management Regional Advisory Committee ,Creation and chairing of the Quebec Waste Management Regional Advisory Committee.,Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Solid waste management,Environmental Awareness Week,Conferences workshops and activities related to waste management.  ,Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Solid waste management,Purchase of a Collection Truck,Purchase of a replacement collection truck.,Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Unamen Shipu Montagnais,84,Solid waste management,Circuit Rider Program Development - Human Resources and Additional Activities,Second year of 2-year agreement for the production and delivery of training material and personalized services to communities on request.Addition of human resources to the First Nations of Quebec and Labrador Sustainable Development Institute work team to respond to increased demands from communities.,Completed,50.21711628,-60.66535043,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Housing,Renovations/Extensions,To complete renovations/additions of 7 housing units.,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Housing,Community of Housing Practices,To continue work with the Community of Housing Practices with First Nations.,Ongoing,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Water and wastewater,Operators Conference 2018,Operators Conference and training 2018,Ongoing,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Fundamental community infrastructure,Acquisition of Smoke and Monoxide Detectors and Extinguishers,To proceed with the purchase and distribution of smoke detectors and fire extinguishers to complete the 2016-2017 initiative.,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Water and wastewater,Biodiscs Repairs,Pump sludge repair anchorings and replace missing discs.,Ongoing,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Culture and recreation,Community Building Reparation,Renovation of the community centre and  replacement of community radio equipment.,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Long Point First Nation,67,Housing,Construction 3 Semi-Detached,Constructing 3 semi-detached buildings.,Completed,47.57754756,-78.56483627,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Housing,Technical Support - Budget 2016,Funding for technical support to the tribal council for the implementation of projects. This project will enable communities to deliver projects arising from the 2016 Budget.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Wemotaci Atikamekw Council,77,Housing,Management - Housing Policy Update,To update housing policy.,Completed,47.90315469,-73.78563452,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Water and wastewater,Circuit Rider Training Program,To provide on-site hands-on training for the water and wastewater operators for all of the tasks involved in managing their systems.,Ongoing,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Housing,Songideye Program (Nom algonquin),A participatory study on rent reduction strategy that allows participants to gain experience in working in housing while contributing to the improvement of the community.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Fundamental community infrastructure,Purchase and Installation of Smoke Detectors,To purchase and install smoke detectors. This project will help reduce fire risk.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Fundamental community infrastructure,Fire Service Assessments Updates - Phase II,Inspection of fire brigades. This project will follow-up on the fire brigade inspection that took place in 2012.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Energy sustainability and connectivity,Broadband Infoway,Acquisition and installation of materials for broadband infoway. This project will provide efficient and rapid information technology services to the communities.,Ongoing,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Kebaowek First Nation,65,Housing,Development of 6 lots,To develop 6 lots.,Completed,46.78549759,-78.9838071,GCS_North_American_1983_CSRS
Quebec,Timiskaming First Nation,64,Housing,Songideye Program (Nom algonquin),A participatory study on rent reduction strategy that allows participants to gain experience in working in housing while contributing to the improvement of the community.,Completed,47.60723722,-79.46973224,GCS_North_American_1983_CSRS
Quebec,Timiskaming First Nation,64,Fundamental community infrastructure,Purchase and Installation of Smoke Detectors,To purchase and install smoke detectors. This project will help reduce fire risk.,Completed,47.60723722,-79.46973224,GCS_North_American_1983_CSRS
Quebec,Timiskaming First Nation,64,Culture and recreation,Construction of a New Community Cemetery,Construction of a new community cemetery. This project will effectively relocate the cemetery on-reserve.,Completed,47.60723722,-79.46973224,GCS_North_American_1983_CSRS
Quebec,Timiskaming First Nation,64,Energy sustainability and connectivity,Broadband Infoway,Acquisition and installation of materials for broadband infoway. This project will provide efficient and rapid information technology services to the communities.,Ongoing,47.60723722,-79.46973224,GCS_North_American_1983_CSRS
Quebec,Timiskaming First Nation,64,Energy sustainability and connectivity,Acquisition - Connectivity to Buildings,Acquisition of fibre optics and the connection to community buildings. This project will allow improvements in communication tools.,Completed,47.60723722,-79.46973224,GCS_North_American_1983_CSRS
Quebec,Pekuakamiulnuatsh First Nation,76,Education facilities,School Washroom Repairs,School washroom repairs (under Jordan's Principle).,Completed,48.57646281,-72.22900207,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Solid waste management,Elimination of the End-of-Life Vehicles ,Elimination of the End-of-Life Vehicles. ,Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Energy sustainability and connectivity,Capacity Building,Regional workshop on community-led land use planning as related to sustainable infrastructure development and economic development for Quebec First Nations.,Completed,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Innu Nation of Matimekush Lac-John,87,Transformation,First Nations Asset Management,The Asset Management Program (AMP) is a new Capital Facilities and Maintenance Program initiative that supports Indigenous communities to manage their infrastructure in a more sustainable way by allowing communities to manage assets proactively and take preventative measures. The AMP supports improved service levels and better medium and long-term social and economic outcomes for community residents. ,Ongoing,54.80451377,-66.81399975,GCS_North_American_1983_CSRS
Quebec,Innu First Nation of Essipit,86,Water and wastewater,Operator Training Program,Operator training for water and wastewater treatment.,Completed,48.34323576,-69.39863024,GCS_North_American_1983_CSRS
